feature1,feature2,prediction
0.01185200039571127,5.339442635032727,1
-1.155445582652072,6.575175019142755,1
-1.2677822143360526,9.374543892388195,1
-0.39069937073665434,4.966190809611643,1
-0.1006804804005832,3.1728792447964356,1
2.0165052180384877,7.091714898438454,1
0.36746486886081303,3.389260826798446,1
0.015220150959540685,7.71967754953684,0
0.6899516380566137,5.859478380995447,0
0.146006937985922,6.081334572756961,1
0.394438129428776,6.657881546328094,1
-0.24900839260531032,9.770913784806986,1
-1.4911203009050635,8.918048384814671,1
1.1626165497279843,4.666218725924151,1
0.22593138493342993,5.850140752156343,0
1.7518413986248746,4.697963019772047,1
-0.6847244697677386,8.263017651325523,0
0.7106721908343947,5.497628865716011,1
-0.7053928039165414,7.147047712128544,1
0.17282049390506268,4.453109625484295,1
-0.5352898232825147,9.579386504605457,1
0.1632033721236601,8.899188202672336,0
2.664137234227498,7.033095867453245,1
-0.5536395694005853,3.800616910794989,1
-0.9720724954572375,4.509824170335234,0
-0.590964044844942,0.17706740358679252,1
-0.22597244150573603,6.7186635450499494,1
0.08579504320342207,6.513732542222911,0
0.9523862610759193,7.161391281439077,1
-1.8266533894194639,9.41135196501224,1
0.16597289864790696,10.471806281403001,0
0.4233048743600602,4.481039692622837,0
1.9739254802239563,2.1067193845069383,0
1.2291158708936571,9.231852860057579,1
-0.06684145030127386,4.383078366914596,1
0.876822044480408,6.295519541002251,1
0.7513439730958074,3.6937206999158105,0
-0.2593018101859066,7.212370115397614,0
0.38067029620344983,8.957637868144118,1
0.2989967243914178,6.4844793393759375,0
-0.9683718820453981,5.966507167776427,1
-1.8727517153529416,4.506050011063685,1
1.6101795754544277,0.9401620674855913,0
-0.14375620318010074,11.866720410571226,0
0.8117513903739129,9.073647699732728,0
1.3377880396890551,-0.3095456253503208,1
-0.38719591331303255,0.6126839531091388,1
1.2159087924478469,9.92782254012682,0
-0.6612800719197376,7.564619222182075,0
-0.5775008179691488,6.157873946581713,0
0.9407515611351485,5.488952203730134,0
0.6565271817298568,8.478798426112611,1
1.3355637520539585,6.208134554990109,0
0.7479877109206696,5.577433862756124,0
-2.620865535195823,7.3696941947393375,1
-1.5226435014744972,9.145867709870402,0
-0.21722123663417597,9.94793320881451,0
